season,year,crop_type,district,crop_yield,area,production,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,organic_matter,irrigation_type,rainfall_mm,avg_temperature,fertilizer_npk,organic_fertilizer,pesticide_usage,seed_quality,mechanization,farmer_experience
Rabi,2000,Groundnut,Tumakuru,0.12846746750411508,2811.848079,7985.97,6.45,100.4,31.8,125.3,1.87,1,428.2,20.2,84.5,0.0,0,0,0,3
Zaid,2000,Groundnut,Tumakuru,0.05667176776138468,3133.24587,7399.43,6.23,102.7,27.3,86.8,1.95,1,231.7,33.4,131.0,50.9,0,0,0,2
Kharif,2000,Groundnut,Udupi,0.1651115452869137,2824.502705,8982.25,6.98,100.0,37.4,111.3,1.68,1,951.1,22.6,86.8,0.0,1,0,0,12
Rabi,2000,Groundnut,Udupi,0.07311595139859949,2726.781126,7317.57,7.0,144.5,17.4,105.8,1.25,1,378.9,16.2,93.5,24.5,1,0,0,5
Zaid,2000,Groundnut,Udupi,0.031562953324392615,2926.147826,8402.03,6.23,100.0,12.7,94.2,1.88,0,427.0,37.6,93.0,23.3,0,0,0,1
Kharif,2000,Groundnut,Uttara Kannada,0.08970535045044652,2716.125492,7328.09,6.77,100.0,22.6,114.8,1.55,0,827.2,22.7,95.8,22.4,1,0,0,7
Rabi,2000,Groundnut,Uttara Kannada,0.1076327926674124,2912.371722,8740.24,7.07,114.6,25.3,132.0,1.12,0,289.4,20.7,71.8,47.8,1,0,0,8
Zaid,2000,Groundnut,Uttara Kannada,0.04115346466952953,2781.635326,7394.37,5.62,100.0,19.8,99.4,1.53,0,262.8,32.2,121.2,38.1,0,0,0,1
Kharif,2000,Groundnut,Yadgir,0.035760271592261736,3039.047049,7846.41,7.51,100.0,10.0,109.3,1.91,1,1285.6,26.7,67.9,23.2,0,0,0,3
Rabi,2000,Groundnut,Yadgir,0.12540921412327244,2706.727616,7934.06,6.62,118.5,34.9,121.4,1.68,0,361.5,17.4,133.2,22.2,1,0,0,1
Zaid,2000,Groundnut,Yadgir,0.05114508512789813,2968.853478,8028.24,7.05,100.0,11.9,156.0,1.31,1,248.5,32.7,50.0,64.5,1,0,0,5
Kharif,2000,Groundnut,Vijayanagara,0.1485104689007908,2768.608115,8550.8,6.47,111.4,30.4,138.1,1.76,0,917.6,31.4,101.3,22.3,0,0,0,11
Rabi,2000,Groundnut,Vijayanagara,0.0988760925807728,2791.962781,7373.99,6.82,107.2,25.9,106.4,1.92,1,493.3,18.4,83.9,40.9,0,0,0,3
Zaid,2000,Groundnut,Vijayanagara,0.15998421506315397,3058.95163,8722.0,6.96,120.2,32.0,133.8,1.39,1,334.0,34.1,142.3,32.8,1,0,0,8
Kharif,2000,Barley,Bagalkot,0.09757699054026962,2553.296148,6953.54,6.49,182.4,23.6,133.1,1.38,0,871.6,28.3,102.5,24.3,0,0,0,9
Rabi,2000,Barley,Bagalkot,0.0884775004867025,2898.223113,6876.41,6.5,184.0,30.0,182.9,1.09,0,324.8,23.4,86.8,21.0,1,0,0,9
Zaid,2000,Barley,Bagalkot,0.06856579884264209,3005.742174,8784.72,6.37,138.0,30.0,118.7,1.61,0,321.8,29.5,117.1,24.2,0,0,0,11
Kharif,2000,Barley,Ballari,0.1430270063715291,2819.695738,7912.1,7.37,267.4,26.6,140.9,1.83,1,708.6,28.7,147.8,6.6,1,0,0,7
Rabi,2000,Barley,Ballari,0.03960073850309408,2695.053046,7282.33,6.49,146.8,19.3,143.1,1.42,1,415.0,17.5,106.9,38.1,0,0,0,1
Zaid,2000,Barley,Ballari,0.05444148093254857,2761.542283,6975.56,6.9,182.4,19.5,145.9,1.17,1,235.5,35.0,86.2,21.1,1,0,0,11
Kharif,2000,Barley,Belagavi,0.1445780614069952,2783.919098,8046.53,6.69,214.0,27.0,138.3,0.86,1,873.6,29.5,82.4,26.9,1,0,0,7
Rabi,2000,Barley,Belagavi,0.05605708944318706,2605.738874,6458.97,6.54,224.8,19.9,145.5,1.76,0,518.6,21.6,102.2,0.0,0,0,0,6
Zaid,2000,Barley,Belagavi,0.07398766713072139,2939.459674,8355.66,6.23,169.1,20.8,151.3,1.45,1,414.2,30.8,121.3,18.4,1,0,0,17
Kharif,2000,Barley,Bengaluru Rural,0.04597695188968654,2695.194262,7782.05,6.83,175.2,12.5,180.3,1.7,1,722.7,31.2,65.9,47.3,0,0,0,2
Rabi,2000,Barley,Bengaluru Rural,0.059959742151424474,2878.768808,7495.62,6.34,241.4,20.5,150.3,1.59,0,301.3,15.0,72.2,20.4,0,0,0,1
Zaid,2000,Barley,Bengaluru Rural,0.0938051748748852,2972.064457,8044.88,7.67,249.0,24.7,147.5,1.59,1,343.1,35.1,84.8,25.6,1,0,0,14
Kharif,2000,Barley,Bengaluru Urban,0.13442735880411363,2757.141721,7397.04,6.83,241.2,22.0,138.2,1.61,0,1204.8,30.9,65.9,33.8,0,0,0,9
Rabi,2000,Barley,Bengaluru Urban,0.03200993939829303,2728.848146,6255.29,5.72,183.3,23.9,105.3,1.52,0,563.9,22.1,107.1,20.1,0,0,0,3
Zaid,2000,Barley,Bengaluru Urban,0.17819768645779135,2812.317283,6827.12,6.32,204.1,35.0,171.6,1.24,1,319.4,28.2,153.2,5.8,0,0,0,10
Kharif,2000,Barley,Bidar,0.16887202889569858,2841.170328,7629.28,6.39,236.2,32.8,153.1,1.48,0,929.9,24.8,101.8,24.3,0,0,0,9
Rabi,2000,Barley,Bidar,0.05914366395651649,2744.766358,7731.33,7.48,218.2,23.4,144.9,1.53,0,535.0,17.8,104.3,20.9,0,0,0,1
Zaid,2000,Barley,Bidar,0.03775815439437673,2789.223804,6735.41,6.29,240.3,12.0,168.7,2.18,0,200.0,32.5,107.0,31.6,1,0,0,3
Kharif,2000,Barley,Chamarajanagar,0.08304853820009861,2639.811885,7741.25,6.71,219.0,19.8,170.5,2.13,0,862.5,32.1,142.3,27.6,1,0,0,1
Rabi,2000,Barley,Chamarajanagar,0.0580552739614365,2735.756954,7432.55,6.35,217.6,14.9,173.6,1.85,1,355.5,19.4,80.3,23.5,1,0,0,4
Zaid,2000,Barley,Chamarajanagar,0.07671381844499009,2946.552935,7110.33,6.33,190.9,30.7,149.4,1.38,0,404.2,32.7,110.3,24.9,0,0,0,9
Kharif,2000,Barley,Chikkaballapur,0.06485014958895904,2676.087295,7929.62,6.17,249.9,10.0,182.7,1.23,0,1043.6,23.5,108.1,27.4,0,0,0,5
Rabi,2000,Barley,Chikkaballapur,0.10989552280535049,2820.357483,8623.63,6.55,241.9,40.8,109.2,2.08,0,410.2,23.1,98.6,45.4,0,0,0,4
Zaid,2000,Barley,Chikkaballapur,0.04343168686297708,2790.363913,6989.25,5.79,216.5,14.8,165.9,1.84,0,266.8,32.0,127.3,42.5,1,0,0,4
Kharif,2000,Barley,Chikkamagaluru,0.11429031209626371,2741.706967,6405.71,7.1,173.7,30.2,190.4,1.04,0,963.0,30.0,50.0,12.3,0,0,0,1
Rabi,2000,Barley,Chikkamagaluru,0.0683542570374627,2738.859735,7042.02,6.83,171.2,30.2,169.0,1.06,0,333.3,23.4,123.6,16.7,1,0,0,1
Zaid,2000,Barley,Chikkamagaluru,0.22772943078147817,2649.804022,7688.67,6.21,275.0,38.8,185.2,1.61,1,236.5,33.4,89.9,32.6,0,0,0,7
Kharif,2000,Barley,Chitradurga,0.0918818956911445,2852.931803,8249.36,6.82,158.0,33.3,125.8,1.47,0,949.2,21.2,111.7,40.3,0,0,0,11
Rabi,2000,Barley,Chitradurga,0.11654628331686319,2667.904238,6948.34,6.61,237.2,30.2,167.9,1.83,0,339.2,15.0,69.6,39.5,0,0,0,11
Zaid,2000,Barley,Chitradurga,0.058224929426096854,2776.214783,8396.86,6.5,245.2,16.2,144.4,1.8,0,366.7,31.8,120.9,35.8,1,0,0,1
Kharif,2000,Barley,Dakshina Kannada,0.13108061233801055,2991.603197,8464.91,6.74,219.9,25.0,135.8,1.79,0,982.8,28.7,148.4,9.0,1,0,0,5
Rabi,2000,Barley,Dakshina Kannada,0.07249577519817497,2780.398146,7257.89,6.27,182.8,30.4,143.5,1.9,0,460.7,24.4,164.3,24.7,0,0,0,3
Zaid,2000,Barley,Dakshina Kannada,0.04159742761540909,2519.282717,6869.37,6.0,163.5,12.7,188.8,1.39,0,420.7,29.9,134.5,51.0,0,0,0,3
Kharif,2000,Barley,Davanagere,0.13175579918533914,2653.962131,7302.28,6.42,195.8,26.2,170.6,1.92,0,1184.9,32.5,91.8,19.4,0,0,0,4
Rabi,2000,Barley,Davanagere,0.05866781518485039,2443.300464,5695.04,6.67,214.6,25.0,131.9,1.5,1,308.9,17.5,156.6,6.6,0,0,0,1
Zaid,2000,Barley,Davanagere,0.03243514898903793,2737.875109,6565.94,6.46,158.7,17.4,124.7,1.63,1,305.5,31.8,111.3,26.3,1,0,0,2
Kharif,2000,Barley,Dharwad,0.1823878959019099,2654.019016,7207.71,5.87,250.8,31.4,121.0,1.83,0,1202.6,29.9,60.4,20.6,0,0,0,8
Rabi,2000,Barley,Dharwad,0.07512024341715295,2652.928411,6260.48,7.01,263.4,22.9,153.4,1.11,0,450.7,19.6,120.6,17.5,1,0,0,8
Zaid,2000,Barley,Dharwad,0.0750372308442027,2725.924457,7242.19,6.49,210.5,26.7,144.2,1.54,0,365.0,37.0,91.6,24.0,1,0,0,6
Kharif,2000,Barley,Gadag,0.11406500589727357,2850.767049,7297.33,5.87,244.8,20.8,163.0,1.67,1,853.8,25.9,80.0,49.2,1,0,0,5
Rabi,2000,Barley,Gadag,0.1144126975870749,2761.22596,6543.27,6.22,226.2,28.8,168.9,1.59,0,473.2,25.6,126.1,25.6,0,0,0,14
Zaid,2000,Barley,Gadag,0.13676500831384447,2583.389565,6288.09,6.83,208.4,33.4,225.8,1.34,1,200.0,35.3,125.1,55.5,0,0,0,2
Kharif,2000,Barley,Hassan,0.24191949511385935,2833.222131,7166.73,6.2,285.9,40.7,132.1,1.41,0,1069.3,26.0,106.2,35.4,0,0,0,6
Rabi,2000,Barley,Hassan,0.060561496135614644,2602.352781,6278.5,6.26,274.5,14.7,179.2,1.49,0,372.4,22.1,74.6,25.4,1,0,0,7
Zaid,2000,Barley,Hassan,0.043777029384452416,2873.344239,8270.44,6.34,193.6,16.2,131.0,2.47,0,397.9,35.1,92.9,14.0,1,0,0,11
Kharif,2000,Barley,Haveri,0.06188832724875874,2890.588525,8560.6,6.44,231.4,25.6,89.3,1.52,0,732.7,23.9,107.5,30.4,1,0,0,11
Rabi,2000,Barley,Haveri,0.11646862922532746,2878.216225,7512.42,6.7,241.6,41.3,121.3,1.72,0,308.8,15.9,128.6,25.3,0,0,0,15
Zaid,2000,Barley,Haveri,0.03829481225134522,2802.713152,5802.56,6.15,165.5,22.9,144.9,2.29,0,334.2,31.6,87.2,11.8,1,0,0,2
Kharif,2000,Barley,Kalaburagi,0.07139881926643184,2768.093607,7505.64,7.0,301.1,12.2,99.0,2.14,1,976.7,28.0,67.6,39.0,1,0,0,5
Rabi,2000,Barley,Kalaburagi,0.06953286672887571,2665.341656,7533.55,6.01,221.3,17.5,163.3,1.32,1,359.9,18.1,68.3,22.0,0,0,0,7
Zaid,2000,Barley,Kalaburagi,0.11307152287457627,2833.990978,7462.23,6.35,215.4,45.8,121.9,2.02,0,378.5,35.7,110.3,29.1,0,0,0,8
Kharif,2000,Barley,Kodagu,0.06581145109828818,2845.630738,8173.86,7.03,193.0,14.4,149.7,1.35,0,887.5,27.2,135.1,31.5,0,0,0,6
Rabi,2000,Barley,Kodagu,0.1036951476448553,2402.337417,7080.73,6.21,226.7,34.5,141.1,1.03,0,460.9,15.1,62.9,21.3,0,0,0,3
Zaid,2000,Barley,Kodagu,0.10967523292813312,2553.906739,7149.14,6.94,268.8,30.1,121.5,1.52,1,299.5,32.8,152.1,44.9,1,0,0,8
Kharif,2000,Barley,Kolar,0.20483803596601122,2797.53377,8031.06,6.54,274.5,28.2,129.9,2.01,0,1037.2,28.4,103.4,29.4,1,0,0,7
Rabi,2000,Barley,Kolar,0.09381508768630593,2932.467219,7571.45,7.33,260.1,26.4,183.4,1.27,0,439.2,16.1,134.2,14.2,0,0,0,1
Zaid,2000,Barley,Kolar,0.06443659625210882,2667.009457,6641.21,6.32,160.7,24.9,182.0,1.3,1,419.7,35.3,123.9,37.4,0,0,0,1
Kharif,2000,Barley,Koppal,0.048877654718633916,2796.09123,7793.99,6.58,239.9,15.5,128.7,1.76,0,713.5,23.5,125.2,39.6,1,0,0,9
Rabi,2000,Barley,Koppal,0.09089313696188216,2814.871722,8184.02,6.16,241.4,27.0,139.6,1.28,0,207.2,18.7,121.7,16.0,1,0,0,7
Zaid,2000,Barley,Koppal,0.08300082366238837,2646.150435,7007.83,6.83,205.3,22.2,177.3,1.68,0,324.9,29.9,110.1,41.1,1,0,0,2
Kharif,2000,Barley,Mandya,0.1176358705761823,2757.617623,6773.73,6.0,207.1,24.5,150.9,1.67,0,1182.1,24.4,126.7,43.5,0,0,0,9
Rabi,2000,Barley,Mandya,0.2617761625877542,2635.569669,7884.43,6.69,262.0,41.1,186.7,1.66,0,502.6,26.9,92.4,3.9,0,0,0,4
Zaid,2000,Barley,Mandya,0.060772727478255774,2609.708478,6561.14,6.68,133.0,29.8,181.6,1.4,0,309.7,35.5,141.2,31.9,0,0,0,5
Kharif,2000,Barley,Mysuru,0.18056394158434919,2906.924016,7860.08,7.45,217.7,33.0,195.7,1.36,1,804.5,24.4,117.7,17.8,1,0,0,15
Rabi,2000,Barley,Mysuru,0.1662503620153746,2889.418675,7940.78,6.34,231.4,37.3,181.1,1.71,1,445.6,16.1,198.5,7.3,0,0,0,5
Zaid,2000,Barley,Mysuru,0.19665129408952076,2621.395435,7021.69,6.69,209.3,38.9,202.5,1.44,0,288.1,29.6,102.0,37.7,1,0,0,7
Kharif,2000,Barley,Raichur,0.16925918401371295,2829.342705,8962.13,5.95,243.8,30.0,132.2,1.86,1,776.1,28.8,109.8,42.3,0,0,0,6
Rabi,2000,Barley,Raichur,0.05924139205358202,2523.438344,6332.88,6.25,209.2,23.2,132.6,1.52,0,247.5,15.0,92.1,14.3,0,0,0,11
Zaid,2000,Barley,Raichur,0.04691073111357313,2672.35087,7477.41,6.26,203.8,18.7,116.7,1.45,0,314.3,30.9,116.7,37.1,0,0,0,4
Kharif,2000,Barley,Ramanagara,0.08131144352373827,2974.028689,7963.23,6.48,183.6,29.4,101.8,1.47,0,959.3,24.6,107.0,2.4,0,0,0,10
Rabi,2000,Barley,Ramanagara,0.08582226079702539,2614.827947,7251.39,6.46,184.4,32.2,139.1,1.55,0,337.5,22.1,155.9,40.8,1,0,0,10
Zaid,2000,Barley,Ramanagara,0.06917447320489795,2524.927717,7113.81,6.69,140.8,22.7,181.0,1.57,1,200.0,22.2,62.7,17.6,1,0,0,11
Kharif,2000,Barley,Shivamogga,0.16397506594425898,2720.790082,7192.27,5.67,180.4,37.3,147.1,1.51,1,841.0,28.8,68.7,18.4,1,0,0,20
Rabi,2000,Barley,Shivamogga,0.06646977724368104,2883.770728,8319.13,6.64,157.4,36.7,120.7,1.65,0,292.2,16.4,85.5,30.7,0,0,0,4
Zaid,2000,Barley,Shivamogga,0.08404974375904777,2843.451848,7341.64,5.96,226.1,34.6,139.8,1.36,0,281.8,33.2,120.2,31.4,0,0,0,1
Kharif,2000,Barley,Uttara Kannada,0.11443404856681598,2788.648115,7782.93,6.7,205.5,18.2,129.0,1.74,1,1141.7,27.6,71.2,13.2,0,0,0,5
Rabi,2000,Barley,Uttara Kannada,0.06154512973136383,2763.509205,6428.99,6.04,189.8,27.1,149.0,0.9,1,200.0,19.8,69.2,52.3,1,0,0,1
Zaid,2000,Barley,Uttara Kannada,0.11082170977627093,2725.272174,7486.19,6.24,273.2,21.8,167.0,1.62,1,200.0,32.1,133.2,14.1,0,0,0,6
Kharif,2000,Barley,Vijayapura,0.1332892237135217,2633.70377,7241.64,5.49,286.7,22.6,164.1,1.57,0,816.6,28.7,79.8,11.6,0,0,0,3
Rabi,2000,Barley,Vijayapura,0.09674841214337504,2700.25649,7402.07,6.28,268.0,20.6,166.2,1.36,1,474.5,22.9,110.0,14.2,0,0,0,5
Zaid,2000,Barley,Vijayapura,0.09800046387411397,2660.390761,7836.19,6.55,270.1,19.2,178.2,1.53,1,295.0,33.5,112.9,34.5,1,0,0,1
Kharif,2000,Barley,Yadgir,0.11249324119960542,2806.034016,7400.94,6.92,199.2,17.7,183.9,1.84,1,1189.9,24.8,67.9,22.1,0,0,0,2
Rabi,2000,Barley,Yadgir,0.07244236557731461,2805.888146,6926.17,6.99,198.3,29.9,149.2,1.67,0,286.9,19.8,120.5,0.0,0,0,0,6
Zaid,2000,Barley,Yadgir,0.16262407162823247,2780.276413,7924.8,7.09,249.1,28.6,201.3,1.3,0,437.4,31.2,124.7,7.4,0,0,0,11
Kharif,2000,Barley,Vijayanagara,0.12821931650830884,2652.924016,7945.15,6.24,176.1,34.7,148.2,1.7,0,788.0,27.8,51.7,35.9,0,0,0,1
Rabi,2000,Barley,Vijayanagara,0.17771929051141816,2705.36457,8235.86,6.94,222.8,35.1,130.7,1.75,1,419.6,27.5,131.6,21.0,0,0,0,11
Zaid,2000,Barley,Vijayanagara,0.06412931977607109,2872.177174,6404.22,6.44,220.0,15.7,226.8,2.02,0,347.5,33.3,167.8,0.0,1,0,0,9
Kharif,2000,Corn,Bagalkot,0.11815847763483248,2712.60082,7474.51,5.87,164.6,20.3,205.9,1.75,0,637.3,22.5,137.5,30.3,0,0,0,8
Rabi,2000,Corn,Bagalkot,0.06324928048539459,2775.393046,7634.04,6.17,143.2,19.0,180.4,1.13,1,200.0,17.8,67.6,31.1,0,0,0,8
Zaid,2000,Corn,Bagalkot,0.09839452227621132,2659.645652,8158.96,5.89,184.3,25.3,163.4,1.44,0,302.7,28.6,98.0,26.7,0,0,0,7
Kharif,2000,Corn,Ballari,0.11857226355172451,2741.249754,8047.74,6.63,206.3,16.0,143.4,1.77,1,930.8,27.4,88.1,0.0,1,0,0,12
Rabi,2000,Corn,Ballari,0.05729954072064438,2701.349404,7260.7,7.01,246.8,12.6,127.9,1.49,0,322.9,24.6,145.0,21.3,0,0,0,3
Zaid,2000,Corn,Ballari,0.060069581584970465,2655.02837,6410.26,6.95,184.9,22.8,132.8,1.12,0,325.4,33.0,98.1,43.9,0,0,0,13
Kharif,2000,Corn,Belagavi,0.13983782306323572,2715.233852,6594.2,6.9,263.5,17.7,203.2,1.81,0,1009.0,28.4,143.5,19.9,0,0,0,12
Rabi,2000,Corn,Belagavi,0.10099028521415324,2675.84755,7580.97,6.71,211.7,23.2,186.0,1.0,0,414.1,19.1,104.2,46.6,0,0,0,3
Zaid,2000,Corn,Belagavi,0.10768119665709566,2689.711196,7045.71,7.31,222.0,22.6,166.4,1.37,1,367.4,32.2,96.2,42.9,0,0,0,12
Kharif,2000,Corn,Bengaluru Rural,0.09865554389835798,2810.268607,8083.94,6.17,222.3,27.3,93.4,1.24,0,844.3,32.4,92.6,11.4,0,0,0,5
Rabi,2000,Corn,Bengaluru Rural,0.07695358382426921,2621.41596,6882.66,7.31,264.9,19.7,130.7,1.73,1,364.8,17.7,103.1,24.9,0,0,0,3
Zaid,2000,Corn,Bengaluru Rural,0.10418965743327314,2802.358804,7338.63,6.84,182.2,22.9,147.9,1.06,1,417.7,26.9,116.5,8.4,1,0,0,11
Kharif,2000,Corn,Bengaluru Urban,0.04175311498809768,2561.696803,6608.05,7.21,113.5,22.8,130.9,1.71,0,992.6,29.9,89.7,0.0,1,0,0,3
Rabi,2000,Corn,Bengaluru Urban,0.030496433939146958,2797.725033,7297.1,5.38,183.7,15.3,100.1,1.21,0,410.8,22.4,127.7,21.1,0,0,0,5
Zaid,2000,Corn,Bengaluru Urban,0.05053340923980644,2680.694022,7459.74,6.24,129.1,20.5,154.1,1.55,1,267.3,33.5,72.5,31.7,1,0,0,5
Kharif,2000,Corn,Bidar,0.05524335203416612,2691.670164,8094.28,6.31,169.6,12.0,134.7,1.88,1,1001.3,26.9,142.7,31.4,0,0,0,3
Rabi,2000,Corn,Bidar,0.12737072720536732,2773.81457,6657.11,6.22,233.9,30.7,203.5,1.45,0,470.2,15.0,158.8,0.0,0,0,0,2
Zaid,2000,Corn,Bidar,0.11960457727217073,2571.333913,7620.93,6.62,217.1,25.2,162.5,1.66,1,400.5,34.0,85.4,32.9,0,0,0,4
Kharif,2000,Corn,Chamarajanagar,0.11482535980917495,2657.857951,7169.79,7.24,217.0,33.1,113.8,2.08,1,1199.7,22.9,161.3,37.5,0,0,0,2
Rabi,2000,Corn,Chamarajanagar,0.17382417973960207,2794.600861,7456.63,6.29,229.1,34.6,170.0,1.67,1,302.8,18.9,50.0,20.6,0,0,0,9
Zaid,2000,Corn,Chamarajanagar,0.07074124351187465,2614.223804,7093.16,6.28,275.4,13.4,154.9,1.88,1,201.2,36.8,165.0,12.2,0,0,0,6
Kharif,2000,Corn,Chikkaballapur,0.15803854318693317,2814.769262,7760.87,5.99,241.4,22.3,172.5,1.72,0,755.8,33.6,114.0,25.5,1,0,0,7
Rabi,2000,Corn,Chikkaballapur,0.07929570142683626,2802.526159,7370.36,6.98,204.7,16.6,127.7,1.93,0,541.4,24.6,68.9,0.0,0,0,0,10
Zaid,2000,Corn,Chikkaballapur,0.062145475859248664,2962.772391,6907.17,6.91,223.8,21.8,122.3,1.83,0,356.9,28.2,82.9,23.6,1,0,0,4
Kharif,2000,Corn,Chikkamagaluru,0.0975154747901374,2917.829918,7828.16,6.84,221.0,16.7,150.1,0.93,1,1072.5,23.9,88.6,19.5,0,0,0,3
Rabi,2000,Corn,Chikkamagaluru,0.0788347449469303,2844.466026,7915.98,7.49,100.0,33.9,159.5,1.22,0,294.3,24.7,140.9,12.0,1,0,0,4
Zaid,2000,Corn,Chikkamagaluru,0.08529553788695822,2759.275978,6851.67,6.91,157.3,32.4,180.6,1.73,0,328.5,34.2,149.1,16.6,1,0,0,1
Kharif,2000,Corn,Chitradurga,0.06260640893310813,3043.21418,8561.36,6.62,215.9,23.2,119.9,1.92,0,1356.2,31.5,175.1,33.8,1,0,0,1
Rabi,2000,Corn,Chitradurga,0.06659910896947288,2777.225364,7232.73,6.8,175.1,14.9,174.0,1.85,1,247.8,21.4,144.8,11.6,1,0,0,13
Zaid,2000,Corn,Chitradurga,0.13245645384825827,2868.261087,8274.0,6.14,193.4,27.7,203.4,1.8,0,280.9,30.9,102.3,35.5,0,0,0,11
Kharif,2000,Corn,Dakshina Kannada,0.21290494807692986,2584.387295,7245.17,6.33,264.3,21.4,197.1,1.79,0,873.1,28.6,77.4,22.6,0,0,0,8
Rabi,2000,Corn,Dakshina Kannada,0.03807689308187728,2670.989735,7270.69,6.84,113.8,27.3,119.8,1.24,0,234.0,19.2,135.3,47.6,0,0,0,1
Zaid,2000,Corn,Dakshina Kannada,0.12785552524450214,2735.746196,7264.71,6.54,205.9,26.8,153.0,1.56,1,205.9,26.7,151.1,11.2,0,0,0,4
Kharif,2000,Corn,Davanagere,0.1610761323225121,2721.055,7927.6,7.05,170.3,41.0,185.3,1.65,0,1101.8,28.5,148.7,25.9,1,0,0,2
Rabi,2000,Corn,Davanagere,0.07751717998728488,2844.435099,7843.06,6.03,166.9,23.0,147.0,2.17,0,263.7,24.7,116.1,23.2,1,0,0,2
Zaid,2000,Corn,Davanagere,0.08447828426904863,2754.277826,7031.42,7.04,221.3,25.1,145.9,1.71,0,200.0,32.6,120.3,44.3,1,0,0,6
Kharif,2000,Corn,Dharwad,0.17468299507117524,2789.786148,8039.72,6.47,183.3,39.6,124.6,1.42,0,871.1,27.3,131.1,19.6,0,0,0,1
Rabi,2000,Corn,Dharwad,0.0776303697127457,2622.787417,6503.23,7.01,215.1,10.0,180.7,1.65,1,536.4,24.9,123.2,0.6,1,0,0,15
Zaid,2000,Corn,Dharwad,0.07312573855567797,2772.166196,7302.03,7.91,234.3,28.2,110.8,1.19,0,323.0,36.1,122.9,0.5,1,0,0,7
Kharif,2000,Corn,Gadag,0.0876929731799655,2729.814344,8489.49,6.75,167.8,20.6,137.6,1.45,0,653.7,28.8,50.0,0.0,1,0,0,5
Rabi,2000,Corn,Gadag,0.1827776906669895,2626.237947,6851.11,6.81,151.8,37.2,205.9,1.63,1,500.8,28.3,124.2,16.3,0,0,0,10
Zaid,2000,Corn,Gadag,0.06295753110882489,2677.159674,7085.52,6.76,195.5,24.0,117.3,1.36,1,200.0,32.9,110.3,18.7,0,0,0,1
Kharif,2000,Corn,Hassan,0.07977224037858051,2581.177623,6778.8,7.36,254.2,21.2,80.0,1.47,0,887.4,28.3,121.5,9.9,0,0,0,12
Rabi,2000,Corn,Hassan,0.09950115833125671,2646.109868,7669.03,6.64,190.9,27.7,133.5,1.74,0,590.2,16.5,67.6,31.6,1,0,0,4
Zaid,2000,Corn,Hassan,0.06811689851440299,3115.386413,8915.76,6.56,144.4,26.3,147.7,1.74,0,258.0,30.4,154.8,42.0,1,0,0,8
Kharif,2000,Corn,Haveri,0.06671344374682052,2799.902131,6711.99,6.41,215.1,33.8,82.1,1.72,1,408.5,29.2,80.9,8.3,0,0,0,5
Rabi,2000,Corn,Haveri,0.06226058048289394,2687.382715,6508.79,6.52,151.2,22.0,210.7,1.02,0,296.4,15.3,113.7,61.9,0,0,0,1
Zaid,2000,Corn,Haveri,0.0619711097072636,2881.856957,7371.77,7.13,166.1,23.2,144.1,1.68,0,414.3,33.8,159.5,33.4,1,0,0,10
Kharif,2000,Corn,Kalaburagi,0.052968283918263116,2787.916393,8868.38,6.26,198.7,19.5,103.1,1.7,0,1392.7,28.0,100.8,39.4,0,0,0,2
Rabi,2000,Corn,Kalaburagi,0.06640910514062569,2925.355762,8013.06,7.11,203.9,22.7,110.3,1.65,0,325.6,22.3,50.0,23.3,0,0,0,6
Zaid,2000,Corn,Kalaburagi,0.11852851056409329,3064.059348,7679.13,6.91,241.4,25.4,175.9,1.49,1,403.4,32.4,130.8,14.9,0,0,0,2
Kharif,2000,Corn,Kodagu,0.19424150134086415,2711.341066,6844.83,6.4,155.8,40.6,188.8,2.15,0,659.1,23.6,108.9,12.7,1,0,0,1
Rabi,2000,Corn,Kodagu,0.1253982751823421,2664.225828,5705.74,7.32,221.6,41.9,103.7,1.94,1,513.2,22.6,94.2,18.8,0,0,0,8
Zaid,2000,Corn,Kodagu,0.07580730183248599,2695.905,7692.96,7.8,199.3,29.9,125.8,1.35,0,385.1,33.7,112.5,39.1,1,0,0,3
Kharif,2000,Corn,Kolar,0.23589747297787086,2698.555492,7689.54,6.32,187.9,33.2,176.3,1.17,0,969.1,26.0,53.5,43.3,0,0,0,10
Rabi,2000,Corn,Kolar,0.06073315578001547,2855.877483,6681.9,6.05,172.7,28.3,129.5,1.5,1,473.4,15.0,70.9,22.9,0,0,0,2
Zaid,2000,Corn,Kolar,0.08102209703223957,2533.595326,7038.91,6.41,154.6,25.7,155.7,1.82,1,266.1,30.3,119.4,28.9,1,0,0,7
Kharif,2000,Corn,Koppal,0.1508864444300813,2820.552295,7150.68,6.8,115.0,24.9,215.2,1.47,1,756.6,27.6,116.3,41.6,1,0,0,10
Rabi,2000,Corn,Koppal,0.18004692006934314,2792.027285,8158.01,6.73,213.0,31.9,175.8,1.24,1,480.6,19.2,161.2,18.8,0,0,0,12
Zaid,2000,Corn,Koppal,0.11862761408276175,2638.549565,8197.13,6.89,249.1,28.6,124.4,2.34,0,320.8,33.1,118.8,15.5,1,0,0,8
Kharif,2000,Corn,Raichur,0.1750240235125566,2541.008443,6837.94,7.39,241.2,30.6,139.7,1.41,0,965.4,28.2,112.1,3.0,0,0,0,10
